3, 2, instances/groupA/BlogCatalog-dataset.csv, 411, 210.321168, 205, 4, 10312, 165
3, 2, instances/groupA/BuzzNet-dataset.csv, 145, 133.289655, 130, 3, 101168, 64
3, 2, instances/groupA/CA-AstroPh.txt, 41, 1896.317073, 1707, 540, 18772, 26
3, 2, instances/groupA/CA-CondMat.txt, 43, 2171.976744, 2146, 620, 23133, 42
3, 2, instances/groupA/CA-GrQc.txt, 742, 765.831536, 752, 163, 5242, 70
3, 2, instances/groupA/CA-HepPh.txt, 125, 1243.752000, 1213, 363, 12008, 15
3, 2, instances/groupA/CA-HepTh.txt, 226, 1141.508850, 1117, 343, 9877, 140
3, 2, instances/groupA/Cit-HepTh.txt, 27, 2514.444444, 2424, 547, 27770, 1
3, 2, instances/groupA/facebook_combined.txt, 50853, 10.000000, 10, 1, 4039, 1
3, 2, instances/groupA/power.gml, 970, 588.654639, 577, 89, 4941, 183
