1, 2, instances/groupA/BlogCatalog-dataset.csv, 413, 210.430993, 206, 4, 10312, 238
1, 2, instances/groupA/BuzzNet-dataset.csv, 151, 133.304636, 129, 3, 101168, 4
1, 2, instances/groupA/CA-AstroPh.txt, 42, 1894.452381, 1726, 578, 18772, 13
1, 2, instances/groupA/CA-CondMat.txt, 46, 2178.217391, 2140, 686, 23133, 38
1, 2, instances/groupA/CA-GrQc.txt, 802, 766.100998, 756, 125, 5242, 257
1, 2, instances/groupA/CA-HepPh.txt, 132, 1243.022727, 1221, 271, 12008, 23
1, 2, instances/groupA/CA-HepTh.txt, 248, 1139.995968, 1120, 267, 9877, 97
1, 2, instances/groupA/Cit-HepTh.txt, 30, 2528.966667, 2430, 567, 27770, 19
1, 2, instances/groupA/facebook_combined.txt, 82334, 10.000000, 10, 1, 4039, 1
1, 2, instances/groupA/power.gml, 1069, 588.753040, 577, 47, 4941, 695
